Material,SAP Description,Product Family,Family,Finance Category,FinCatDes,Product Category,Division,Lifecycle,Alias,Launch,EOL,SW,Metric1,Metric Comment
361931-7300,AW II CD CHANGER SLV 230V AP,HED00233,AWCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,FRANK,8/28/2006,7/31/2015,N/A,Profit%,
361931-730R,AW II CD CHANGER SLV 230V AP FR,HED00233,AWCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,FRANK,8/28/2006,9/24/2017,N/A,Profit%,
363654-1100,"SOUNDTOUCH STEREO WI-FI MS,BLK,120V,US",HED00305,SOUNDTOUCH STEREO JC WI-FI MUSIC SYSTEM,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,LUKE,4/1/2014,9/30/2014,lisa.scm.stu,Sales%,
363654-110S,SOUNDTOUCH STEREO WI-FI MS 120V US RR,HED00202,5.1 COMMON ITEMS,PHT51,Premium Home Theater 5.1,Premium Home Theater,CED,Maturity,LUKE,4/1/2014,6/1/2015,lisa.scm.stu,PartsNoLongerAvailDate,
363654-2100,"SOUNDTOUCH STEREO WI-FI MS,BLK,230V,EU",HED00305,SOUNDTOUCH STEREO JC WI-FI MUSIC SYSTEM,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,LUKE,4/1/2014,9/30/2014,lisa.scm.stu,Sales%,
363654-210R,"SOUNDTOUCH STEREO WI-FI MS,BLK,230V,EU,FR",HED00305,SOUNDTOUCH STEREO JC WI-FI MUSIC SYSTEM,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,LUKE,4/1/2014,4/1/2016,lisa.scm.stu,Sales%,
363654-2200,"SOUNDTOUCH STEREO WI-FI MS,WHT,230V,EU",HED00305,SOUNDTOUCH STEREO JC WI-FI MUSIC SYSTEM,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,LUKE,4/1/2014,9/30/2014,lisa.scm.stu,Sales%,
363654-220R,"SOUNDTOUCH STEREO WI-FI MS,WHT,230V,EU,FR",HED00305,SOUNDTOUCH STEREO JC WI-FI MUSIC SYSTEM,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,LUKE,4/1/2014,10/2/2014,lisa.scm.stu,Sales%,
363654-4100,"SOUNDTOUCH STEREO WI-FI MS,BLK,230V,UK",HED00305,SOUNDTOUCH STEREO JC WI-FI MUSIC SYSTEM,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,LUKE,4/1/2014,9/30/2014,lisa.scm.stu,Sales%,
363654-410R,"SOUNDTOUCH STEREO WI-FI MS,BLK,230V,UK,F",HED00305,ST Stereo JC,STEREOST,SoundTouch Stereo,Wireless Speakers,CED,End Of Sales,,4/1/2014,6/1/2015,,Profit%,
363654-4200,"SOUNDTOUCH STEREO WI-FI MS,WHT,230V,UK",HED00305,SOUNDTOUCH STEREO JC WI-FI MUSIC SYSTEM,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,LUKE,4/1/2014,9/30/2014,lisa.scm.stu,Sales%,
363654-420R,"SOUNDTOUCH STEREO WI-FI MS,WHT,230V,UK,FR",HED00305,SOUNDTOUCH STEREO JC WI-FI MUSIC SYSTEM,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,LUKE,4/1/2014,6/1/2015,lisa.scm.stu,Sales%,
363654-5100,"SOUNDTOUCH STEREO WI-FI MS,BLK,240V,AP",HED00305,SOUNDTOUCH STEREO JC WI-FI MUSIC SYSTEM,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,LUKE,4/1/2014,9/30/2014,lisa.scm.stu,Sales%,
363654-5200,"SOUNDTOUCH STEREO WI-FI MS,WHT,240V,AP",HED00305,SOUNDTOUCH STEREO JC WI-FI MUSIC SYSTEM,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,LUKE,4/1/2014,9/30/2014,lisa.scm.stu,Sales%,
363654-7100,SOUNDTOUCH STEREO WI-FI MS BLK DUAL AIM,HED00305,SOUNDTOUCH STEREO JC WI-FI MUSIC SYSTEM,STEREOSPKR,Speakers and Amplifiers,Speakers,CED,Decline,LUKE,4/1/2014,9/30/2014,lisa.scm.stu,Sales%,
363944-1100,LIFESTYLE 525 SERIES II SYSTEM BLK AST,HED00294,LS525 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363944-110R,LIFESTYLE 525 SERIES II SYSTEM BL AST FR,HED00294,LS525 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,6/1/2015,,Profit%,
363944-2100,LIFESTYLE 525 SERIES II SYSTEM BLK EU,HED00294,LS525 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363944-2200,LIFESTYLE 525 SERIES II SYSTEM WHT EU,HED00294,LS525 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363944-3100,LIFESTYLE 525 SERIES II SYSTEM BLK BKK,HED00294,LS525 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363944-4100,LIFESTYLE 525 SERIES II SYSTEM BLK UK,HED00294,LS525 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363944-4200,LIFESTYLE 525 SERIES II SYSTEM WHT UK,HED00294,LS525 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363944-5100,LIFESTYLE 525 SERIES II SYSTEM BLK AP,HED00294,LS525 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363944-510R,LIFESTYLE 525 SERIES II SYSTEM BLK AP FR,HED00294,LS525 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,6/1/2015,,Profit%,
363944-5200,LIFESTYLE 525 SERIES II SYSTEM WHT APAC,HED00294,LS525 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363944-520R,LIFESTYLE 525 SERIES II SYSTEM WHT AP FR,HED00294,LS525 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,6/1/2015,,Profit%,
363944-6100,LIFESTYLE 525SERIES II SYSTEM BLK DUAL,HED00294,LS525 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363945-1100,LIFESTYLE 535 SERIES II SYSTEM BLK AST,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363945-110R,LIFESTYLE 535 SERIES II SYSTEM BL AST FR,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,6/1/2015,,Profit%,
363945-2100,LIFESTYLE 535 SERIES II SYSTEM BLK EU,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363945-210R,LIFESTYLE 535 SERIES II SYSTEM BLK EU FR,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,6/1/2015,,Profit%,
363945-2200,LIFESTYLE 535 SERIES II SYSTEM WHT EU,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363945-220R,LIFESTYLE 535 SERIES II SYSTEM WHT EU FR,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,6/1/2015,,Profit%,
363945-3100,LIFESTYLE 535 SERIES II SYSTEM BLK BKK,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363945-4100,LIFESTYLE 535 SERIES II SYSTEM BLK UK,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363945-4200,LIFESTYLE 535 SERIES II SYSTEM WHT UK,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363945-420R,LIFESTYLE 535 SERIES II SYSTEM WHT UK FR,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,6/1/2015,,Profit%,
363945-5100,LIFESTYLE 535 SERIES II SYSTEM BLK APAC,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363945-510R,LIFESTYLE 535 SERIES II SYSTEM BLK AP FR,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,6/1/2015,,Profit%,
363945-5200,LIFESTYLE 535 SERIES II SYSTEM WHT APAC,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363945-520R,LIFESTYLE 535 SERIES II SYSTEM WHT AP FR,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,6/1/2015,,Profit%,
363945-6100,LIFESTYLE 535 SERIES II SYSTEM BLK DUAL,HED00295,LS535 II,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363946-1300,LIFESTYLE 135 SERIES II SYSTEM SLV AST,HED00293,LS135 II,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363946-130R,LIFESTYLE 135 SERIES II SYSTEM SL AST FR,HED00293,LS135 II,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,COREY,10/10/2013,6/1/2015,,Profit%,
363946-2300,LIFESTYLE 135 SERIES II SYSTEM SLV EU,HED00293,LS135 II,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363946-230R,LIFESTYLE 135 SERIES II SYSTEM SLV EU FR,HED00293,LS135 II,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,COREY,10/10/2013,6/1/2015,,Profit%,
363946-3300,LIFESTYLE 135 SERIES II SYSTEM SLV BKK,HED00293,LS135 II,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363946-4300,LIFESTYLE 135 SERIES II SYSTEM SLV UK,HED00293,LS135 II,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363946-430R,LIFESTYLE 135 SERIES II SYSTEM SLV UK FR,HED00293,LS135 II,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,COREY,10/10/2013,6/1/2015,,Profit%,
363946-5300,LIFESTYLE 135 SERIES II SYSTEM SLV APAC,HED00293,LS135 II,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363946-530R,LIFESTYLE 135 SERIES II SYSTEM SLV AP FR,HED00293,LS135 II,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,COREY,10/10/2013,6/1/2015,,Profit%,
363946-6300,LIFESTYLE 135 SERIES II SYSTEM SLV DUAL,HED00293,LS135 II,SB11,SoundBar 1.1,Soundbars,CED,End Of Sales,COREY,10/10/2013,9/30/2014,,Profit%,
363947-1100,LIFESTYLE 235 SERIES II SYSTEM BLK AST,HED00296,LS235 II,PHT-21,Premium Home Theater 2.1,Premium Home Theater,CED,End Of Sales,COREY,,,,Profit%,
363947-2100,LIFESTYLE 235 SERIES II SYSTEM BLK EU/UK,HED00296,LS235 II,PHT-21,Premium Home Theater 2.1,Premium Home Theater,CED,End Of Sales,COREY,,9/30/2014,,Profit%,
363947-210R,LIFESTYLE 235 SERIES II SYSTEM BLK EU FR,HED00296,LS235 II,PHT-21,Premium Home Theater 2.1,Premium Home Theater,CED,End Of Sales,COREY,,6/1/2015,,Profit%,
363947-2200,LIFESTYLE 235 SERIES II SYSTEM WHT EU/UK,HED00296,LS235 II,PHT-21,Premium Home Theater 2.1,Premium Home Theater,CED,End Of Sales,COREY,,9/30/2014,,Profit%,
363947-220R,LIFESTYLE 235 SERIES II SYSTEM WHT EU FR,HED00296,LS235 II,PHT-21,Premium Home Theater 2.1,Premium Home Theater,CED,End Of Sales,COREY,,6/1/2015,,Profit%,
363947-5100,LIFESTYLE 235 SERIES II SYSTEM BLK APAC,HED00296,LS235 II,PHT-21,Premium Home Theater 2.1,Premium Home Theater,CED,End Of Sales,COREY,,9/30/2014,,Profit%,
363947-510R,LIFESTYLE 235 SERIES II SYSTEM BLK AP FR,HED00296,LS235 II,PHT-21,Premium Home Theater 2.1,Premium Home Theater,CED,End Of Sales,COREY,,6/1/2015,,Profit%,
363969-2100,LIFESTYLE 510 HT SYSTEM BLK EU,HED00263,LT10,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,,10/10/2013,9/30/2014,,Profit%,
363969-210R,LIFESTYLE 510 HT SYSTEM BLK EU FR,HED00263,LT10,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,,10/10/2013,6/1/2015,,Profit%,
363969-4100,LIFESTYLE 510 HT SYSTEM BLK UK,HED00263,LT10,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,,10/10/2013,9/30/2014,,Profit%,
364013-0020,"REMOTE,IR, STCH20/30,WHT,SVCE",HED00307,Wi-Fi Access,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End Of Sales,,,3/31/2015,,Profit%,
364040-1100,LIFESTYLE 520 HT SYSTEM BLK AST,HED00262,LT20,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,LS 520,10/10/2013,9/30/2014,???,Profit%,
364040-110R,LIFESTYLE 520 HT SYSTEM BLK AST FR,HED00262,LT20,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,LS 520,10/10/2013,4/1/2017,???,Profit%,
364040-2100,LIFESTYLE 520 HT SYSTEM BLK EU,HED00262,LT20,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,LS 520,10/10/2013,9/30/2014,???,Profit%,
364040-2200,LIFESTYLE 520 HT SYSTEM WHT EU,HED00262,LT20,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,LS 520,10/10/2013,9/30/2014,???,Profit%,
364040-3100,LIFESTYLE 520 HT SYSTEM BLK BKK,HED00262,LT20,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,LS 520,10/10/2013,9/30/2014,???,Profit%,
364040-4100,LIFESTYLE 520 HT SYSTEM BLK UK,HED00262,LT20,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,LS 520,10/10/2013,9/30/2014,???,Profit%,
364040-4200,LIFESTYLE 520 HT SYSTEM WHT UK,HED00262,LT20,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,LS 520,10/10/2013,9/30/2014,???,Profit%,
364040-5100,LIFESTYLE 520 HT SYSTEM BLK APAC,HED00262,LT20,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,LS 520,10/10/2013,9/30/2014,???,Profit%,
364040-5200,LIFESTYLE 520 HT SYSTEM WHT APAC,HED00262,LT20,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,LS 520,10/10/2013,9/30/2014,???,Profit%,
364040-6100,LIFESTYLE 520 HT SYSTEM BLK DUAL,HED00262,LT20,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End Of Sales,LS 520,10/10/2013,3/31/2015,???,Profit%,
364347-1100,VIDEOWAVE III 55 INCH CONSOLE KIT US,HED00292,VW55 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
364347-1200,VIDEOWAVE III 46 INCH CONSOLE KIT US,HED00291,VW46 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
364347-2100,VIDEOWAVE III 55 INCH CONSOLE KIT EU/UK,HED00292,VW55 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
364347-210R,VIDEOWAVE III 55 IN CONSOLE KIT EU/UK FR,HED00292,VW55 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
364347-2200,VIDEOWAVE III 46 INCH CONSOLE KIT EU/UK,HED00291,VW46 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
364347-220R,VIDEOWAVE III 46 IN CONSOLE KIT EU/UK FR,HED00291,VW46 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
364347-3100,VIDEOWAVE III 55 INCH CONSOLE KIT BKK,HED00292,VW55 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
364347-3200,VIDEOWAVE III 46 INCH CONSOLE KIT BKK,HED00291,VW46 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
364347-5100,VIDEOWAVE III 55 INCH CONSOLE KIT APAC,HED00292,VW55 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
364347-5200,VIDEOWAVE III 46 INCH CONSOLE KIT AP,HED00291,VW46 III,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
367492-0020,VIDEOWAVE III IPOD DOCK,HED00279,VWAC,VW,Video Wave,Legacy,CED,End Of Sales,,10/10/2013,3/31/2015,,Profit%,
369754-1110,"WAVE SOUNDTOUCH MUSIC SYSTEM,GRP,120V,US",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-111R,"WAVE SOUNDTOUCH SYSTEM,GRP,120V,US,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-111S,"WAVE STOUCH MUSIC SYSTEM,GRP,120V,US,RR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,6/1/2015,nelson.stu,Profit%,
369754-1210,"WAVE SOUNDTOUCH MUSIC SYSTEM,WHT,120V,US",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-121R,"WAVE SOUNDTOUCH MUSIC,WHT,120V,US,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-121S,"WAVE STOUCH MUSIC SYSTEM,WHT,120V,US,RR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,6/1/2015,nelson.stu,Profit%,
369754-1310,"WAVE SOUNDTOUCH MUSIC SYSTEM,SLV,120V,US",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-131R,"WAVE SOUNDTOUCH SYSTEM,SLV,120V,US,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-131S,"WAVE STOUCH MUSIC SYSTEM,SLV,120V,US,RR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,6/1/2015,nelson.stu,Profit%,
369754-1710,WAVE SOUNDTOUCH MUSIC SYSTEM BLACK 120V,HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369754-1810,"WAVE SOUNDTOUCH,HG WHITE,120V,US",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369754-2100,"WAVE SOUNDTOUCH MUSIC SYSTEM,GRP,230V,EU",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-210R,"WAVE SOUNDTOUCH SYSTEM,GRP,230V,EU,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-2200,"WAVE SOUNDTOUCH MUSIC SYSTEM,WHT,230V,EU",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-220R,"WAVE SOUNDTOUCH MUSIC ,WHT,230V,EU,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-2300,"WAVE SOUNDTOUCH MUSIC SYSTEM,SLV,230V,EU",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-230R,"WAVE SOUNDTOUCH SYSTEM,SLV,230V,EU,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-2700,WAVE SOUNDTOUCH MUSIC SYSTEM BLACK 230V,HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369754-2800,"WAVE SOUNDTOUCH,HG WHITE,230V,EU",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369754-3110,"WAVE SOUNDTOUCH MUSIC SYSTEM,GRP,100V,JP",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-311R,"WAVE SOUNDTOUCH SYSTEM,GRP,100V,JP,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-3210,"WAVE SOUNDTOUCH MUSIC SYSTEM,WHT,100V,JP",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-321R,"WAVE SOUNDTOUCH SYSTEM,WHT,100V,JP,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-3310,"WAVE SOUNDTOUCH MUSIC SYSTEM,SLV,100V,JP",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-331R,"WAVE SOUNDTOUCH SYSTEM,SLV,100V,JP,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-3710,WAVE SOUNDTOUCH MUSIC SYSTEM BLACK 100V,HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369754-3810,"WAVE SOUNDTOUCH,HG WHITE,100V JP",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,2/19/2017,nelson.stu,Profit%,
369754-381R,"WAVE SOUNDTOUCH,HG WHITE,100V JP,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369754-4100,"WAVE SOUNDTOUCH MUSIC SYSTEM,GRP,230V,UK",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-410R,"WAVE SOUNDTOUCH SYSTEM,GRP,230V,UK,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-4200,"WAVE SOUNDTOUCH MUSIC SYSTEM,WHT,230V,UK",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-420R,"WAVE SOUNDTOUCH SYSTEM,WHT,230V,UK,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-4300,"WAVE SOUNDTOUCH MUSIC SYSTEM,SLV,230V,UK",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-430R,"WAVE SOUNDTOUCH SYSTEM,SLV,230V,UK,FR",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,3/1/2016,nelson.stu,Profit%,
369754-4800,"WAVE SOUNDTOUCH,HG WHITE,230V,UK",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,9/10/2015,nelson.stu,Profit%,
369754-5110,"WAVE SOUNDTOUCH MUSIC SYSTEM,GRP,240V,AP",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
369754-5210,"WAVE SOUNDTOUCH MUSIC SYSTEM,WHT,240V,AP",HED00298,WMS SOUNDTOUCH III,1PWIFI,One Piece WIFI,Wireless Speakers,CED,End of Sales,SEINE,12/3/2013,7/31/2015,nelson.stu,Profit%,
